Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Media de la renta por unidad de consumo;2018;15.847
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Media de la renta por unidad de consumo;2017;15.145
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Media de la renta por unidad de consumo;2016;14.297
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Media de la renta por unidad de consumo;2015;13.955
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2023;17.850
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2018;14.350
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2017;13.650
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2016;12.950
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Mediana de la renta por unidad de consumo;2015;12.250
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2023;15.421
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2022;13.794
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2021;12.344
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2020;11.444
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2019;12.235
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2018;11.886
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2017;11.348
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2016;10.607
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por persona;2015;10.364
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2023;42.148
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2022;37.286
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2021;33.405
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2020;31.412
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2019;33.999
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2018;32.882
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2017;31.200
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2016;29.416
Total Nacional;Canarias;Palmas, Las;Fuerteventura;Renta bruta media por hogar;2015;28.323
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2023;13.978
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2022;12.957
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2021;12.000
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2020;11.500
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2019;11.531
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2018;11.026
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2017;10.484
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2016;9.960
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por persona;2015;9.693
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2023;37.010
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2022;34.344
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2021;32.006
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2020;30.981
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2019;31.437
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2018;30.164
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2017;28.881
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2016;27.786
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta neta media por hogar;2015;26.931
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2023;20.953
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2022;19.612
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2021;18.176
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2020;17.415
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2019;17.566
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2018;16.833
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2017;16.044
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2016;15.276
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Media de la renta por unidad de consumo;2015;14.848
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2023;17.850
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2019;15.050
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2018;14.350
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2017;13.650
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2016;12.950
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Mediana de la renta por unidad de consumo;2015;12.250
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2023;16.833
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2022;15.495
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2021;14.292
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2020;13.599
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2019;13.682
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2018;13.062
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2017;12.422
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2016;11.761
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por persona;2015;11.409
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2023;44.570
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2022;41.070
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2021;38.119
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2020;36.636
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2019;37.303
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2018;35.732
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2017;34.220
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2016;32.812
Total Nacional;Canarias;Palmas, Las;Gran Canaria;Renta bruta media por hogar;2015;31.698
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2023;13.521
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2022;12.228
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2021;10.953
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2020;10.375
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2019;10.943
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2018;10.493
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2017;9.938
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2016;9.411
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por persona;2015;9.161
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2023;38.441
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2022;34.120
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2021;30.625
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2020;29.438
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2019;31.303
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2018;29.824
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2017;28.045
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2016;26.681
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta neta media por hogar;2015;25.706
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2023;20.580
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2022;18.976
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2021;16.930
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2020;16.054
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2019;16.943
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2018;16.278
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2017;15.430
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2016;14.611
Total Nacional;Canarias;Palmas, Las;Lanzarote;Media de la renta por unidad de consumo;2015;14.205
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2023;17.850
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2019;15.050
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2018;14.350
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2017;13.650
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2016;12.950
Total Nacional;Canarias;Palmas, Las;Lanzarote;Mediana de la renta por unidad de consumo;2015;12.250
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2023;16.246
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2022;14.663
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2021;12.991
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2020;12.183
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2019;12.912
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2018;12.367
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2017;11.704
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2016;11.038
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por persona;2015;10.705
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2023;46.189
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2022;40.915
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2021;36.324
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2020;34.567
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2019;36.934
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2018;35.149
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2017;33.028
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2016;31.294
Total Nacional;Canarias;Palmas, Las;Lanzarote;Renta bruta media por hogar;2015;30.037
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2023;13.366
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2022;12.237
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2021;11.198
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2020;10.679
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2019;10.770
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2018;10.233
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2017;9.738
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2016;9.238
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por persona;2015;9.073
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2023;35.654
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2022;32.485
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2021;29.849
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2020;28.792
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2019;29.388
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2018;27.865
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2017;26.492
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2016;25.462
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta neta media por hogar;2015;24.738
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2023;20.068
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2022;18.744
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2021;17.139
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2020;16.359
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2019;16.549
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2018;15.743
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2017;15.000
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2016;14.293
Total Nacional;Canarias;Santa Cruz de Tenerife;;Media de la renta por unidad de consumo;2015;13.997
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2023;17.150
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Canarias;Santa Cruz de Tenerife;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta bruta media por persona;2023;15.888
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta bruta media por persona;2022;14.471
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta bruta media por persona;2021;13.258
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta bruta media por persona;2020;12.553
Total Nacional;Canarias;Santa Cruz de Tenerife;;Renta bruta media por persona;2019;12.693
